Province,Police station,Days of a week,road/bridge,Surface,Location,Location details,Condition,Quality,Traffic lines,Traffic light,Light Condition,Latitude,Longitude
ปทุมธานี,สภ.ปากคลองรังสิต,เสาร์,ทล.345,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน (ไม่เพียงพอ),13.9778283,100.5898596
ปทุมธานี,สภ.ปากคลองรังสิต,เสาร์,ทล.345,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน (ไม่เพียงพอ),13.9774048,100.5881724
ปทุมธานี,สภ.สามโคก,อังคาร,อย.5042,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน (ไม่เพียงพอ),14.0714263,100.5878291
ปทุมธานี,สภ.สามโคก,อาทิตย์,อย.5042,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,14.075618,100.5872423
ปทุมธานี,สภ.สามโคก,พุธ,อย.5042,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,14.0995855,100.5840276
ปทุมธานี,สภ.สามโคก,เสาร์,ถนนเลียบคลองเปรมประชากร,คอนกรีต,ทางหลัก,ทางตรง/ ทางเข้า-ออกจากซอย,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนไม่มีไฟถนน (มีเสาไฟแต่ใช้การไม่ได้),14.1114765,100.5823919
ปทุมธานี,สภ.สามโคก,เสาร์,ทางพิเศษอุดรรัถยา ,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,14.0968067,100.5777059
ปทุมธานี,สภ.ปากคลองรังสิต,พุธ,ทล.345,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,,เรียบ (Smooth),มีและชัดเจน,มีและใช้การได้ปกติ,กลางคืนมีไฟถนน,13.974136,100.57429
ปทุมธานี,สภ.ปากคลองรังสิต,พุธ,ทล.9,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,มีและใช้การได้ปกติ,กลางคืนมีไฟถนน,13.9739746,100.5742728
ปทุมธานี,สภ.ปากคลองรังสิต,เสาร์,ทล.345,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.9735856,100.5728239
ปทุมธานี,สภ.สามโคก,อังคาร,ทล.3214,แอสฟัลท์/ลาดยาง,ทางแยกจากทางขนาน,จุดกลับรถ,แห้ง,เรียบ (Smooth),มีแต่ไม่ชัดเจน,ไม่มี,กลางคืนมีไฟถนน,14.0661455,100.571613
ปทุมธานี,สภ.สามโคก,อังคาร,ทล.347,แอสฟัลท์/ลาดยาง,ทางขนาน,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,14.0642942,100.5710029
ปทุมธานี,สภ.สามโคก,เสาร์,ทล.347,,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน (ไม่เพียงพอ),14.0731728,100.570893
ปทุมธานี,สภ.สามโคก,อังคาร,ทล.347,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,14.1169051,100.5700446
ปทุมธานี,สภ.สามโคก,ศุกร์,ทล.347,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,มืด,14.1137181,100.5698854
ปทุมธานี,สภ.สวนพริกไทย,พฤหัส,ทล.346,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางเข้า-ออกจากซอย,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน (ไม่เพียงพอ),14.0052857,100.5648208
ปทุมธานี,สภ.สวนพริกไทย,พฤหัส,ทล.346,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางโค้ง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,14.0056429,100.5636548
นนทบุรี,สภ.ปากเกร็ด,พฤหัส,ถนนเลียบคลองประปา,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9314676,100.5628237
ปทุมธานี,สภ.สามโคก,เสาร์,ทล.347,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,14.0404329,100.5626888
ปทุมธานี,สภ.สวนพริกไทย,อาทิตย์,ถนนบางเลียบพัฒนา,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง/ ทางเข้า-ออกจากซอย,แห้ง,ยุบตัวเป็นร่อง (Rut),มีและชัดเจน,ไม่มี,มืด,14.023652,100.562039
ปทุมธานี,สภ.สวนพริกไทย,เสาร์,ทล.346,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,14.0059824,100.561207
ปทุมธานี,สภ.สวนพริกไทย,จันทร์,ทล.347,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน (ไม่เพียงพอ),14.0367917,100.5608615
ปทุมธานี,สภ.สวนพริกไทย,จันทร์,ทล.347,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน (ไม่เพียงพอ),14.0358415,100.5606226
นนทบุรี,สภ.ปากเกร็ด,ศุกร์,ถนนเลียบคลองประปา,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง/ ทางเข้า-ออกจากซอย,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน (ไม่เพียงพอ),13.9217529,100.5605488
ปทุมธานี,สภ.สามโคก,พุธ,นบ.3309,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางโค้ง,เปียก,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,14.0458384,100.5602635
นนทบุรี,สภ.ปากเกร็ด,จันทร์,ถนนเลียบคลองประปา,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.9197411,100.5600743
นนทบุรี,สภ.ปากเกร็ด,เสาร์,ถนนเลียบคลองประปา,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง/ สามแยก/ ทางเข้า-ออกจากซอย,เปียก,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.9120581,100.5582602
ปทุมธานี,สภ.ปากคลองรังสิต,อาทิตย์,ทล.345,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9700816,100.5581328
นนทบุรี,สภ.บางบัวทอง,พุธ,ถนนเลียบคลองประปา,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง/ ทางเข้า-ออกจากซอย,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนไม่มีไฟถนน (มีเสาไฟแต่ใช้การไม่ได้),13.9100856,100.5577914
นนทบุรี,สภ.บางบัวทอง,พุธ,ถนนเลียบคลองประปา,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง/ ทางเข้า-ออกจากซอย,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนไม่มีไฟถนน (มีเสาไฟแต่ใช้การไม่ได้),13.9100856,100.5577914
ปทุมธานี,สภ.ปากคลองรังสิต,จันทร์,ทล.345,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9696293,100.5570934
ปทุมธานี,สภ.สวนพริกไทย,จันทร์,ซอยโรงถั่ว,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,บริเวณใกล้จุดเกิดหตุมีพื้นถนนชำรุด,มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,14.0140999,100.5561326
ปทุมธานี,สภ.สวนพริกไทย,อังคาร,ทล.306,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน (ไม่เพียงพอ),13.9996815,100.5557077
นนทบุรี,สภ.ปากเกร็ด,อังคาร,ถนนเลียบคลองประปา,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,เปียก,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงสลัว (เช้ามืด/พลบค่ำ),13.9009211,100.5555666
นนทบุรี,สภ.ปากเกร็ด,พุธ,ถนนเลียบคลองประปา,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนไม่มีไฟถนน (มีเสาไฟแต่ใช้การไม่ได้),13.8990739,100.5551724
นนทบุรี,สภ.ปากเกร็ด,เสาร์,ถนนเลียบคลองประปา,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง/ ทางเข้า-ออกจากซอย,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.8989364,100.5551422
นนทบุรี,สภ.ปากเกร็ด,พุธ,ถนนเลียบคลองประปา,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,ไม่สม่ำเสมอ (Uneven) (ซ่อมทางด้วยยางมะตอยจนเป็นเนินเล็กๆ),มีแต่ไม่ชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.8985764,100.5550562
ปทุมธานี,สภ.สวนพริกไทย,จันทร์,ทล.346,คอนกรีต,ทางหลัก,สามแยก,แห้ง,เรียบ (Smooth),มีและชัดเจน,มีและใช้การได้ปกติ,กลางคืนมีไฟถนน (ไม่เพียงพอ),14.0048707,100.5546151
ปทุมธานี,สภ.สวนพริกไทย,เสาร์,ทล.347,แอสฟัลท์/ลาดยาง,ทางขนาน,ทางตรง,เปียก,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,14.0226738,100.5536342
ปทุมธานี,สภ.ปากคลองรังสิต,เสาร์,ทล.345,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9686294,100.5533655
นนทบุรี,สภ.ปากเกร็ด,พุธ,ทล.307,คอนกรีต,ทางหลัก,ทางโค้ง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.93926433,100.5529693
นนทบุรี,สภ.ปากเกร็ด,พฤหัส,ถนนป๊อปปูล่า,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.9132045,100.5527692
นนทบุรี,สภ.ปากเกร็ด,เสาร์,นบ.ถ 3-0001,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,ไม่สม่ำเสมอ (Uneven) (ซ่อมทางด้วยยางมะตอยจนเป็นเนินเล็กๆ),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9391305,100.5526068
ปทุมธานี,สภ.ปากคลองรังสิต,อาทิตย์,ลานจอดรถตลาดนกฮูก2,คอนกรีต,,ลานจอดรถ,แห้ง,เรียบ (Smooth),ไม่มี,ไม่มี,กลางคืนมีไฟถนน,13.9687896,100.5523809
นนทบุรี,สภ.ปากเกร็ด,อังคาร,ถนนประชาชื่น,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,ไม่สม่ำเสมอ (Uneven) (ซ่อมทางด้วยยางมะตอยจนเป็นเนินเล็กๆ),มีและชัดเจน,ไม่มี,แสงแดด,13.8831783,100.5514264
นนทบุรี,สภ.ปากเกร็ด,ศุกร์,นบ.ถ 3-0001,คอนกรีต,ทางหลัก,ทางโค้ง/ ทางเข้า-ออกจากซอย,,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน (ไม่เพียงพอ),13.9393452,100.5510878
ปทุมธานี,สภ.ปากคลองรังสิต,ศุกร์,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางโค้ง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9933972,100.5509312
ปทุมธานี,สภ.ปากคลองรังสิต,พฤหัส,ทล.306,คอนกรีต,ทางหลัก,ทางโค้ง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.9933114,100.5508961
ปทุมธานี,สภ.ปากคลองรังสิต,ศุกร์,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนไม่มีไฟถนน (มีเสาไฟแต่ใช้การไม่ได้),13.9621504,100.5507006
ปทุมธานี,สภ.ปากคลองรังสิต,อาทิตย์,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.9593827,100.5505945
ปทุมธานี,สภ.ปากคลองรังสิต,เสาร์,ทล.306,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,มีและใช้การได้ปกติ,แสงแดด,13.9815573,100.5505915
ปทุมธานี,สภ.ปากคลองรังสิต,ศุกร์,ทล.306,คอนกรีต,ทางหลัก,จุดกลับรถ,แห้ง,เรียบ (Smooth),มีและชัดเจน,มีและใช้การได้ปกติ,กลางคืนมีไฟถนน,13.9885605,100.5505799
ปทุมธานี,สภ.สวนพริกไทย,จันทร์,แยกเทคโน,แอสฟัลท์/ลาดยาง,สะพานต่างระดับ/ทางต่างระดับ,ทางลงสะพาน+ทางโค้ง,แห้ง,ไม่สม่ำเสมอ (Uneven) (ซ่อมทางด้วยยางมะตอยจนเป็นเนินเล็กๆ),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,14.0145053,100.5503583
ปทุมธานี,สภ.ปากคลองรังสิต,อาทิตย์,ทล.346,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9556536,100.5500329
ปทุมธานี,สภ.สวนพริกไทย,ศุกร์,ซอยวัดมะขาม,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง/ ทางเข้า-ออกจากซอย,มีการวางแนวท่อประปา,ยุบตัวเป็นร่อง (Rut),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน (ไม่เพียงพอ),14.0032511,100.549958
นนทบุรี,สภ.ปากเกร็ด,พฤหัส,ทล.304,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง/ ทางเข้า-ออกจากซอย,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.8970015,100.549776
ปทุมธานี,สภ.ปากคลองรังสิต,จันทร์,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9551195,100.5497484
นนทบุรี,สภ.ปากเกร็ด,อังคาร,ทล.304,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนไม่มีไฟถนน (มีเสาไฟแต่ใช้การไม่ได้),13.8968256,100.54963
นนทบุรี,สภ.เมืองนนทบุรี,จันทร์,ถนนประชาชื่น,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.8747216,100.5494376
ปทุมธานี,สภ.ปากคลองรังสิต,ศุกร์,ทล.345,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9677121,100.5489789
ปทุมธานี,สภ.สวนพริกไทย,เสาร์,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนไม่มีไฟถนน (มีเสาไฟแต่ใช้การไม่ได้),13.9532986,100.5487982
นนทบุรี,สภ.รัตนาธิเบศร์,อาทิตย์,ถนนเลียบคลองประปา,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,ไม่สม่ำเสมอ (Uneven) (ซ่อมทางด้วยยางมะตอยจนเป็นเนินเล็กๆ),มีแต่ไม่ชัดเจน,ไม่มี,แสงแดด,13.8715586,100.5487535
นนทบุรี,สภ.ปากเกร็ด,ศุกร์,ทล.304,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีแต่ไม่ชัดเจน,ไม่มี,กลางคืนไม่มีไฟถนน (มีเสาไฟแต่ใช้การไม่ได้),13.8973593,100.5480915
ปทุมธานี,สภ.สวนพริกไทย,อาทิตย์,ทล.346,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,14.0170029,100.5479781
นนทบุรี,สภ.รัตนาธิเบศร์,พุธ,ถนนประชาชื่น,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่สามารถประเมินได้,กลางคืนไม่มีไฟถนน (มีเสาไฟแต่ใช้การไม่ได้),13.8678182,100.5478979
นนทบุรี,สภ.รัตนาธิเบศร์,พุธ,ถนนประชาชื่น,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่สามารถประเมินได้,กลางคืนไม่มีไฟถนน (มีเสาไฟแต่ใช้การไม่ได้),13.8678182,100.5478979
ปทุมธานี,สภ.สวนพริกไทย,อาทิตย์,ทล.346,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,ไม่สม่ำเสมอ (Uneven) (ซ่อมทางด้วยยางมะตอยจนเป็นเนินเล็กๆ),มีแต่ไม่ชัดเจน,ไม่มี,กลางคืนมีไฟถนน (ไม่เพียงพอ),14.017034,100.547681
นนทบุรี,สภ.รัตนาธิเบศร์,พฤหัส,ถนนประชาชื่น,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่สามารถประเมินได้,กลางคืนมีไฟถนน (ไม่เพียงพอ),13.862372,100.5465255
นนทบุรี,สภ.รัตนาธิเบศร์,พุธ,ถนนประชาชื่น,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.8622873,100.5464977
นนทบุรี,สภ.ปากเกร็ด,ศุกร์,ทล.304,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,ไม่สม่ำเสมอ (Uneven) (ซ่อมทางด้วยยางมะตอยจนเป็นเนินเล็กๆ),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน (ไม่เพียงพอ),13.8979956,100.5463295
นนทบุรี,สภ.รัตนาธิเบศร์,พฤหัส,ถนนประชาชื่น,คอนกรีต,ทางหลัก,ทางตรง/ ทางเข้า-ออกจากซอย,แห้ง,ไม่สม่ำเสมอ (Uneven) (ซ่อมทางด้วยยางมะตอยจนเป็นเนินเล็กๆ),มีและชัดเจน,ไม่มี,แสงแดด,13.8612153,100.5462489
นนทบุรี,สภ.ปากเกร็ด,ศุกร์,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,อยู่ระหว่างการก่อสร้าง,ไม่สม่ำเสมอ (Uneven) (ซ่อมทางด้วยยางมะตอยจนเป็นเนินเล็กๆ),ไม่มี,ไม่มี,มืด,13.9460481,100.5448812
นนทบุรี,สภ.ปากเกร็ด,พุธ,นบ.ถ 3-0001,คอนกรีต,ทางหลัก,ทางโค้ง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9383242,100.5446268
ปทุมธานี,สภ.สวนพริกไทย,ศุกร์,ทล.346,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนไม่มีไฟถนน (มีเสาไฟแต่ใช้การไม่ได้),14.0206735,100.5440637
นนทบุรี,สภ.ปากเกร็ด,อาทิตย์,นบ.ถ 3-0001,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางโค้ง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.9386208,100.5439838
นนทบุรี,สภ.ปากเกร็ด,อังคาร,ถนนเมืองทองธานี,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.925925,100.5434195
นนทบุรี,สภ.ปากเกร็ด,พุธ,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,มีและใช้การได้ปกติ,แสงแดด,13.940077,100.5418109
นนทบุรี,สภ.ปากเกร็ด,พุธ,ทล.306,แอสฟัลท์/ลาดยาง,,ทางโค้ง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.9390906,100.5411519
นนทบุรี,สภ.ปากเกร็ด,พุธ,ทล.306,แอสฟัลท์/ลาดยาง,,ทางโค้ง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.9390906,100.5411519
นนทบุรี,สภ.ปากเกร็ด,พุธ,ทล.306,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9387149,100.5410967
นนทบุรี,สภ.รัตนาธิเบศร์,อาทิตย์,ทล.302,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางขึ้นสะพาน,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.856853,100.5408569
นนทบุรี,สภ.ปากเกร็ด,จันทร์,ทางพิเศษศรีรัช,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.8904594,100.5405665
นนทบุรี,สภ.ปากเกร็ด,อาทิตย์,ทล.307,แอสฟัลท์/ลาดยาง,ทางขนาน,ทางตรง/ ทางเข้า-ออกจากซอย,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.9422923,100.5405423
ปทุมธานี,สภ.สวนพริกไทย,อาทิตย์,สะพานปทุมธานี,แอสฟัลท์/ลาดยาง,สะพานข้ามแม่น้ำ,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,14.0257092,100.5389685
ปทุมธานี,สภ.เมืองปทุมธานี,จันทร์,สะพานปทุมธานี 1,แอสฟัลท์/ลาดยาง,สะพานข้ามแม่น้ำ,บนสะพาน,เปียก,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,14.025876,100.5388038
นนทบุรี,สภ.ปากเกร็ด,อังคาร,ทล.304,แอสฟัลท์/ลาดยาง,สะพานข้ามแยก,ทางตรง/ ทางขึ้นสะพาน,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9007031,100.5387959
